label,text
positive,terrific
positive,expected a better product
neutral,wonderful
positive,decent product
positive,highly recommended
positive,great product
positive,super!
neutral,really nice
positive,best in the market!
positive,good quality product
positive,very good
positive,must buy!
positive,very good
positive,super!
negative,useless product
neutral,nice
positive,wonderful
positive,fabulous!
positive,excellent
positive,perfect product!
positive,highly recommended
positive,really nice
positive,brilliant
positive,awesome
positive,excellent
positive,pretty good
negative,worst experience ever!
positive,excellent
positive,brilliant
positive,highly recommended
positive,very good
positive,worth the money
positive,awesome
positive,pretty good
positive,awesome
positive,best in the market!
positive,value-for-money
positive,could be way better
positive,best in the market!
positive,terrific
positive,fabulous!
positive,best in the market!
positive,just okay
positive,awesome
positive,fabulous!
positive,classy product
positive,mind-blowing purchase
positive,classy product
positive,terrific
positive,terrific
positive,good quality product
positive,perfect product!
neutral,just okay
positive,decent product
positive,terrific purchase
positive,value-for-money
positive,classy product
neutral,does the job
positive,simply awesome
positive,really nice
positive,terrific
positive,classy product
positive,wonderful
positive,classy product
positive,highly recommended
positive,does the job
positive,nice product
positive,just wow!
positive,wonderful
negative,not good
positive,best in the market!
positive,really nice
positive,worth the money
neutral,good choice
positive,super!
positive,excellent
positive,value-for-money
positive,must buy!
positive,waste of money!
positive,really nice
neutral,nice
negative,worthless
positive,brilliant
positive,classy product
positive,mind-blowing purchase
positive,awesome
positive,worth the money
positive,awesome
positive,good quality product
positive,great product
positive,worth the money
positive,terrific purchase
positive,terrific
positive,excellent
positive,perfect product!
neutral,does the job
positive,worth every penny
negative,not good
positive,classy product
negative,slightly disappointed
positive,really nice
positive,delightful
negative,unsatisfactory
positive,nice product
positive,classy product
positive,worth the money
positive,fabulous!
positive,best in the market!
positive,perfect product!
positive,awesome
positive,really nice
positive,classy product
positive,very good
positive,excellent
neutral,decent product
positive,mind-blowing purchase
negative,slightly disappointed
positive,wonderful
positive,super!
positive,brilliant
neutral,decent product
positive,great product
positive,terrific purchase
positive,best in the market!
positive,super!
positive,good
positive,highly recommended
positive,terrific
positive,great product
positive,worth every penny
positive,fabulous!
positive,brilliant
neutral,slightly disappointed
positive,pretty good
positive,perfect product!
positive,great product
positive,very good
positive,just wow!
positive,worth every penny
neutral,decent product
positive,brilliant
negative,good
positive,really nice
positive,good choice
positive,must buy!
positive,fabulous!
positive,good
positive,fabulous!
positive,good quality product
positive,brilliant
positive,wonderful
positive,mind-blowing purchase
positive,pretty good
positive,perfect product!
positive,brilliant
positive,perfect product!
positive,great product
positive,delightful
positive,great product
positive,delightful
positive,mind-blowing purchase
positive,fabulous!
negative,did not meet expectations
positive,brilliant
positive,terrific
positive,decent product
positive,classy product
positive,best in the market!
positive,fair
positive,good choice
positive,good choice
positive,wonderful
positive,terrific purchase
positive,super!
positive,worth every penny
positive,classy product
positive,must buy!
positive,super!
positive,great product
positive,fabulous!
positive,just wow!
negative,waste of money!
positive,good choice
positive,good choice
positive,pretty good
positive,really nice
positive,fabulous!
positive,super!
positive,brilliant
positive,awesome
neutral,nice
positive,fabulous!
positive,excellent
negative,wonderful
positive,wonderful
positive,perfect product!
positive,super!
positive,wonderful
positive,mind-blowing purchase
positive,worth the money
positive,wonderful
positive,nice product
positive,just wow!
neutral,good choice
positive,super!
positive,fabulous!
positive,worth the money
positive,brilliant
positive,good choice
positive,highly recommended
positive,perfect product!
positive,mind-blowing purchase
positive,best in the market!
positive,fabulous!
positive,highly recommended
positive,must buy!
positive,really nice
negative,slightly disappointed
positive,nice
neutral,don't waste your money
positive,perfect product!
positive,best in the market!
negative,nice
negative,wonderful
neutral,expected a better product
positive,just wow!
positive,good choice
positive,terrific purchase
positive,awesome
positive,good quality product
positive,classy product
neutral,does the job
positive,good
positive,great product
positive,simply awesome
positive,brilliant
positive,perfect product!
positive,classy product
positive,classy product
neutral,fabulous!
positive,just wow!
positive,delightful
positive,highly recommended
positive,classy product
negative,worst experience ever!
positive,highly recommended
positive,good quality product
positive,wonderful
positive,worth the money
positive,fabulous!
positive,great product
positive,perfect product!
positive,good quality product
negative,utterly disappointed
positive,really nice
positive,good choice
positive,good choice
positive,worth the money
positive,just okay
positive,super!
positive,perfect product!
positive,just wow!
positive,awesome
positive,must buy!
positive,just okay
positive,fabulous!
positive,terrific purchase
positive,highly recommended
positive,super!
positive,wonderful
positive,pretty good
positive,simply awesome
positive,brilliant
positive,good quality product
positive,good choice
positive,does the job
positive,terrific purchase
